sent	label
~115^662v~717^~189^922v~935^590^886^618v~900^419^557^~475	0
964^~189v290^899^752v797^608v424^~441	1
~88^221^118^910v24^643^~9	1
~785^~112^766v396v~59^~419^~856^~254^~566v~886^~70^340^~13	1
29^~300^~155v672^~700^945v340	1
237^~639^992^~209^808v~747^~996^~108^~846v~216v~827^~840	0
524^~103^770v~619^747^~108^342v~685^308^~738v~397^687	0
869^~167^~574^~966	0
425^~898^834^~952v90^~686^619v~965v~549^290^~301^776	0
499^224^~224^~386^~45	0
782^~506^~137^223^919v235v~430^~958^~587v~151	0
230^361^~278^~444v350^~747^886^~869^690v424^~193^~594^~448	0
~607^~197^~234^~255^~250v23v402^641v154^437v256^~112	1
~126^809^~330^455^368v729v~202^980v900^~998^~559^~75	1
~652^~815v~950^772^404v~465^736v825^272^~637^576v179^~875^~923^~595^434	1
893v~391^~60^~445v550^~10^~357^355v345^~129^341	1
~590^606v170^~343^~677^175v~528^659^~424^~976^770v~623^~393^~110	0
~251^~537^260^621v~739^~700^~680v701^~77^~75v~743^~184^~414^~860^664	0
~525^~627^~960v~70v11v553^~55^~107	1
466^~164v52^~284^~438v~954^~727^422^~831	0
~102v~275^131^~794v149v~963^~164^~624^~411v~126^~430^778^500^668	0
~125	1
~654^540^796^~271^834v~854^565^~806^~218^211v~877v35^~571^~588	1
~573^~683^~129^944^644v751	0
546	1
~145^~181^735^~902	0
~757^~933^794v617^~820^933v733^~581^844v39^~103^~415^886^~415	1
617^510^598	0
~972^~72^~916v39^733^474^~655v~613^44^78^~392v~709^995^~458^~839	1
~727v~191^467^~236	0
558^~613^148v~446^~527v~101^133^~960^~920^~818v841^661^245v~114^163^~248^560^~980	1
256^478^~141v188v~101^789	1
128^~107^~654^671^474v559^~900^117^~896^~216v191^~579^~851^~447v212^~646v~762^137^~486	0
~681^656^68v~431v~396^531^110^86v~460^~934^936^~753v444^715^799^500^~334	1
789^589^755^~96v~144^~255v~463^149^~683v~471^~844^685^~244	0
~736^~335^731^~333^531v~921^290v~619^699^314	0
115v881^330	0
~843^~15v~11^~756v~577^~434^466	0
205^609v~564^~83^553^~563^~807v78^639v~288v926	1
~323^351^671^~419v~755^~931^79v~832^994^~52v797^~211^~607v~481^~342	1
~387^~335^862v471^~576^~740	1
375^881^683^~111^~971v322^~905^897^477v~58^~26^~54^930^~713	0
~451^241^496v396^~678v683^429^386^~115^474v~371^704^~280^291^~204v179^~685	1
~44^~326^754v784^~621^746v350^~366v~954^~74^~996^~609	1
830^147^372^~980v891^303^343v476^~289^394^~550^~421	0
~233^~524^135v384^649v~806^956^60	0
824^813^~69^204v~471^858^~482^698^~344v~505^491^~720^~348v~508^~734^~392^501v~342^865	1
349^~866^858^734^~9v636^303^~405	0
~225^73v375v83^~192^393^~944^~833v713^672^165	1
~221^~482^881v~64v593^~602^2v578^~258^669^~625	0
887^734^142^~704v~378^~402v~676^~766^685^~501	0
546^622^~254^972^~749v~459^~80v~588^~782v~198	1
~242^~907v552v732^134^138^~307^912v~498^~703	0
~374^357^387^~777v110^461^~317^771v256v569^558	1
828v~735^~981^636^586^~764v971^~980^~770	0
921^~309^547v~633^335^~222^414v~14v~699^679^~132v~204^~419^~239^695^89	0
847^~465	0
614^552^~395^131^~344v946^618^504^723	0
651v980v~256^414^~422^~729^~50v999^~495^~862v~850^714^~709	1
~739v151^~681^~228^426v486v533^~401^~819v~746^101^427	0
550^502v169^51v~566^273^442^~694^~594	1
14^745v97^~806^98v250^12^331^~581^10v~849	1
~331^777^~680v151^302^~902^~792	0
914^713^604^~992v398^~215^246^929v~175^904^430^~536^515v437^619^94^978v13^558^~810	0
357^~544^~574^~458v~212^757v~196v160^~806	1
~490^325^636^~755v~154^~762v472^~657	1
490^~347^~516v336^490^~494^323^~991v740^~647v~779	1
447v795^856^~829^281^~48v~80	1
~996^676^67^196v984^~768^~180v~226^295^~682^244^792v604^794^35^128^~807	0
554^~468^336v~319^~225^~50^666v~761^512v808^574^~579^~439v768^286^256^~390	0
~712^267^360v634^~674^518v~431^~39^~555^~373v741^787	1
~939^303^~769^589v~850^634^~929^~352^839v~168^599^~322^433^~66	0
211^345^~982^~541v509	1
781v~702^~15^~415v27^609^~729^962v~480^853^17^127v~23^~751^~712^315	1
403	0
~401^~968^~648^~94v~846^286^~623^408v~788^35^150^275	1
834^233	0
~320^~58^961^~537^862	0
869v849^~746^421v559^~55v533v~592^32^~152	0
~49^~177^104^95^369v648^477^~156^8^278v910^~752^~384^~608v~300v~973	1
94^~514^911v~868^~300	0
538^497^208v~817^119^~475v337^~304v57v223^235	1
~692^944^8^~21v937^~354v736^~705	1
~308^~258^~404^~798v~546v263^~66^~893^502^~768v727^859^696^~806^19	1
~706v82^~137	1
304v71^~729^~225^956^~955v743v664	1
155v~451^510^187v989^95^~254^411^663v~845^~225v~250^400^~996^843^411	1
~773v377v~311^~93^882^762^~756	1
~183^~248^818	1
~365^692^~965^~396^478v420^~115^327^~294	0
417v195v675^154	1
~57^381^~186^~873v897v81^723v~890^350^937	1
789^226v~855^~484v~398	1
764^~973^~393^338^658v~992^~231v~44	1
675^214^~211^~857^~495v900^~78^379^~786^354v531v~274^252^975	0
~961^519^630^~684v~199^515^~773^643v~526^~58	1
656^~55^~697^506^80v~485	1
~123v476^715	1
619	1
843^~292^~125v~107^~467^~409^941^425v~492^155^~631^864^~79v~79^~206^977^646	0
128^218^~377v942v~201^~489^300^~320v~987^154^849	1
884^~583^~616^~688v33^510^~263v399v86^264^467v977^~208	1
687^203^730v785^349^~294^~701v~982^212v976^509^~342^~820v63^671^224^304^~677	1
~764^~389^~171^215v~897^565^~474v36^~372^~709	0
~711^513v~186^~679^~779	1
386^~809^~590v~928^643^366^~346v~814^520^389^~665^960v660^~986^~970^67^298	0
~545^927^473v~838^~699^986v~1^~578	1
~81v544^202^916	1
402^849^~688^~691^664	0
536^~645^~823^~754^~124v~932^211	1
~919v597^245	1
~128^~368^416^~586^670v13^56^~975^~91v843v~897	0
~301^~448	1
~702^806v~144^995^97^~460^~155v~828^~504^~90^64	1
~152^~452v607^~654^229^~503^~650v~315^~344^~757^~229^388v120^~514v922^~478	1
~83^~690^474v747^521^647	0
412^~264v~512^~765^~188^~102^492v26	1
468^~393^~85v159^14^541^448^837v222^809^~647^~93	0
~307^578^~779^~796^16v669^130^~11^795^~511v~225v~310^~681^910^143	0
777v430^962^~983^~338^~149v298^520^~133^151v634^~785^~352^~418	0
~860^914^648^584v747v607^657^~843^19^~92v~457^387	0
~64^280^83^37v640^129v~462^~879^~390^~315	1
~797^~578^~949^878v~477^~88v490^617^~716^~290^~86v~462^11	1
187^~194^913^~904^263v893^53^255^~345	0
~711^~344v243^~125^~498^~618^287v~143^116	0
~34^~834^~925^~78^435v126^103^523^~586^840v~884^925v~395^~441^~552	0
~321^13^952^~442^~524v~601^~995	1
931^~770^~184^582^~901v658^447^~655v~496v78^~585^184^~698^721v616^~502^45^~127^~120	1
~823^163^~803v113v~881^~823v671^~178^~802v89^~141^515^78^442	1
663^~86^~920^~726v~867^~414^~745v~434^78^~24v589	0
~9^~825^568v~79^840^~509^268^~904v~433^~216v~782v616^~164^101^632^~482	1
974^~614^~946^~478v~689^~238v~174^7	0
501^33^~625^~260	0
~978^~132v~778	0
844^693^366v~365^211v~514^869^~239^~356^~182	1
909^384^~962^~791	0
~503^~859^~269^~228^868	0
~34^575v963^~247^~790v664v~708^~519^~564^554v~511^57^639^~678	0
815^~412^145v~825^~55^~76^~659^292v411^~939^615^863^551v395^316v~496^~672^720	1
221^770^~35v~431^130v35^550v908^~190v732^~807^739^~303^~772	1
~200^~745^124^~274^499v818v~458^165^~598^~80v~578v96^597^~88^~873	1
~600^732v~852^678^~685^467v302^~482^683^~394^~658v~628^~666^~287^504^967v630^990^34	0
~965v~432	1
391^131^358^~893v189^~647^44	0
393v745^~402^682v~388v~999^~935^~268v~38^384^116^720^~88	1
709^421^38^~537^~843v338^757^41^803^~501	0
602^859v8v~439^~980^758^791^95v404^~501^960v620^~14^~534^674^165	1
~416^387^264^~17^607v689^690^701	0
737v918v~620v~430^~390^~314	1
~558^637^~524^548^~551v~111^690^607^63^~440v~674^878^~152^~962v913^650^530	0
~518^~631^~682^797v832v70^366^867v~667^551v~757^~997^814^126^~158	1
~928^~25^260^192v594^~470^~685^~982v~653^~465^~923v~119^889v205^~459^749	0
251^~770^~240v915^757^429v655^629^~540^432^44	0
~287^180v521^498	1
644^757^~823v~313^~257^600v~408^~876^~715^584^~269	0
~934^~457^111v~815^~495^474v477^~648^553	0
~187^~646^883v~752v870^194^2^953^~376v~202^~214^~187^477v358^5^~963^824	0
~834^825^416^~894^~666v493	1
~282^16^245^~881^944v~401^462v~983v145^886^189^~692v~499^927	1
~522^~561^545^~818^~161	0
~33^883^917^994^985v802^629	0
101^~175^234^559v~930^934v~170^~840^~341v433	1
246v~32v804^87^~723^878^~17v~630^~68^~441^51	0
~321^~753v257^~400^526^824v558^~66v840^258^~339v~548^668^211^~188^235	0
20^~733v338^~988v176^153^64^34v446	1
550^~1000^289^~120^692v242^~44^181v~314^966	1
179^59^~108^91^~954v~624^~698^~83^~363^663v~615^~146v~348^367^~276^132^~34	0
626v~74^~709^854^~841v259^729^~321	1
~443^~751^762^390	0
~541^~125^539	0
366^833v545^978^~48^268	0
~101	1
~898^~516^~186^~447^~902	0
510^~17^546^183^212v~425^844^238^561^~197	0
~461^403v890^553^103^~41v118	1
~957^22^~103^379v~229^~613^145^413^~614v~90^~642^861^~843	0
~752^921^~143	0
216^~140^~3^384v573^~487^972^~360v744v644	1
~215^~598^~700^409v~133^~92^59^777^955v~756^894^670^659v678^619^908	0
~780v~156^136	0
~265^~942^~596^~825^422	0
580^~239^~559v47^468^347v987^~244^778^~790v~861^~351v79^495^100	0
600v~878^805v~266^141^948^636v555^~894^~307^707^767v262^234^607^~116	0
~59^~222^381^~175^278	0
~516^~681v475^~683^355^321v~552^~793^~4	0
983^744^~994^~874v270v~79	0
~499^161^~5^214v16^860	1
856v449^~2v~4^~181^~899^~596^~728	1
695^626^~200^273^~621v~120^~547^95v~843^~124^~656^~184v~100^518^~602	0
453^~697^~412v~461^522^383^978^651v617^402^43v842^~338v~297^~685^451^~474	1
800^973^551^~841^~147	0
~151^345^~753^~186^~520	0
301^663^597^562	0
191^911^550^494v~419	1
65^835^~574^~521v681^514v~924^652^~417v~412^~640^~628^858	0
421v521^~800^~496^609^~889v~910^~197^599^626	0
511v~599v658^123^~116v~269^818^~324^~111	1
~235^~224^~337^830^~721v258v217^436^~145^264	0
~765^~126^~363^984^108v254	0
~229^259^~209^675^450v~758^~129^792v~203^369^129v705^~807^~409^~770^~315	0
287^~965^629^411v~668^702^~338	0
~303^~478^~848^~194^894v~371^~638^~725^579v867^966^459^909^~450	0
~417^~155v~511v669^604^~808^~906	0
~816^~717^247v771^~206v~39^~112^~114	0
464^~252^~934	0
146v~391v103	1
~541^8^~476^772^~862v~964^963^485^584v~645^~142^~150v~141^~390^~692^170^~673v~187^160^59^~375^815	1
977^735^808v~51^520^874v~671^~598v~170	0
19	1
702^~811^~549v320^~255^~361^~628v~25^~944^~293v706^678^~504^316^880	0
836^~409^~395^363v~515v702^853^336^~280^~305	0
~132^~611^810^191v357^349^131v96v683^~749^520^145v621^692^445^609	1
224v~828^~402^~608^~915^199v970^~918^~587v~305^517^658^53v831^~997^515	1
757^758^~538^288^371v~113v~874^535	1
984^953^74^372^~272v~105v~797^715v880^~693	1
204^~716^~925^962v683v393^867^~53^~145^~270v~17^935^~190^586^~705	1
~872^909^~601^~81^~430v~247^~415^~155v~623^~2^~380v~702v~561^~348^~411	1
775^~508^~39	0
~26^114v~339v~597^89	1
43^47^682^~768^111v963^~695^908^~906v119^~42^439^~653^~133	1
3^~35	0
127^17^397v~21^~974^~351v~331^839^699v788^~760v560^~65	0
224v~479v~370v610v~205^~517^626^209	1
~146^489^~528^651^~748v430^~2^628^~780v774^936^74^4v~697v652^221^~872^~21^~460	0
771^~497^~304v320^~940^~9^~169^720	0
920^92^631v~73v~982^~42^~274v~503^~645^97^265v996	1
~742^~813^~203^~303v~436^~491v~851	1
~168^610v~31^~315^~58v~556^731^~174	1
~936^~926^592^149^621v~322^726^591v~419^826^288^379^~727	0
~512^974^~133v~318^~586^418^~769	0
56^~700^~702^813^~148v927	1
404^~731^~944^~726v93^793^~931^~84	0
~443^920^62^~114v~78^313	0
518^335v372^760^963^774^534v756^397^~109	0
~224	0
740^501^708^232^895	0
~691^356^~448	0
497^~497v~949^~574^~507^435^864v~884	0
886^~515^~728^534^296v~463^~29v~224^~928v~192^261^285^727	0
~38^125^564^339v~311	1
305^~18^422^~232v563^756^116v~752v431v~184^~934	0
241v155^~148^~792	0
265v305^218^~501^512	1
~416^~514^~337^~626v423^~788	0
393v~82v~926^365^~673^~712^438	0
~527^~678^~369^~267^~274v83^~713^~624v986^139^~186^936	1
585v830^~441^~944	1
~492v~436^~339^988^~417^113v~380^657^417^~536	1
729^235	0
140^~226^~944^213v~881^805^~180^95v~306^~472^549^990v500^~686^~803^549v~363^~347^840	0
~520^~368^~69^510^420	0
96^~715^~546^~937v~576^~815^~416v903^313^~491^~370v~57^~462	0
~508^734^~719^77v136v653^~139^523v~705^~357^49v436^~517^364^~859^823	0
671^~974^251^~968^~601v~472^680^~936^725v~357^134^~189^~769^~475v7^211^932^~827v~262^320	1
99^~651^~202^887v~965v~65^~710v334^232^~891^~586	0
~816v~513^659^~674^~513v204^488^~458^~375v~228^878^837^312^~633	0
815^203v591^883^~301^~295v~301^~12v~187	1
~173^~451	0
~113^395^~209^600v~837^278v846^262^~837^967^~185	1
~296^~405^556^~840^~628	0
~543	0
535^769^312v~75^~133^921^779v~795^~656	1
220^~192v~485^~799v~729^188^~154v~307^107	1
22	0
~744^490v409^399	1
374^926^205v~803v558^~136	1
~729^630^~637^944^730	0
~131v~555^~347^~678^~340^412	0
99^~423^30^829^349v~968^~799^974v196^~946^633^449v~617v~598^618^85^~734^~478	1
~10^~874^748^~959v~394^~541^~284^815	0
966^~579v40^~147v663^633^823^772v~956^54^237v811^~524^773^~466	0
733^~62^~679v~67^981^12^~391v356^350v115^~595^~819^~998^319	0
~79^889^398^306v~23v~990v126^~636^~123v~312^665^~846^~553^674	1
856^892^171v95^160^614^~220^743	0
~46^~477^264^994v840^485^~476v~23^376^516^~598^~576	0
~950^~600^~582v~751^216^~133^~898v~795^280	0
~158^~613v572^~762^~184^37v358^46^440	0
~68^~957^~991^~357v~15^~181^236^~917v~622^~990^715^~544v~276^177^939v~430^~906	0
393^800v~903^~634^~33v956^612^147	0
~310^264^~133^260^74v~589^~903v~454^~435v~154^122^807^~952v151	1
675^649^~793^846^549	0
~685^~663^~709	0
522^703^90^127v~406^668^~242	1
284^~9v~143^~899^783^~165^~817v248	0
~379^~157^453^734v398^883^~862v527^~768^448^~920	0
815^~30^~998^~961	0
~660^~895^~327v~36^~824^~742^402^~593	0
642^~791^~254^~209^37	0
347^~961v~708^~741v453^~158^590^~340v939v~796^191^225^~986^~324	0
978^~669v~992^265^114	1
884^291^~58v~604v36^318^~122v~797^314^707^853v~307^343^19^90	1
160^~177v~436^~980^~885v905^417v678	1
587^390v453^678^~296^40	0
~547^350v631^706^~689^~74v531^513^~140^~183v384^~912^~955	0
351v123	1
~750^705^672^~922^~458	0
746^114^~472^~261^187	0
882^871^695v539v934^~935^~196^817	0
424^~452^45^~57^809v215^956^~525^~455^932v690^260^625	1
~332^~524v440^~551v~197^340^~326^153^815	1
44^~476^~617^~85v416^~722^~407^117v~284	0
777^461^~342	0
~477^416^~464	1
~283^~138	0
606^829^~184^178^216v701v438^~679^~336^~160^~790	0
99v~862^132^157^889	0
~767^689^286v~787^~363^~718^475^~72	1
987^~100^941^~45v~560v28^~169v635^~847^586^~913	1
~135^~569^~789v~384^21^939v~80^~896^~444v518^961^~17^~263^865v32^455^777^613^464	0
~718^~700v~333^566^~292^671v268	0
814^972^739^356^~392v~90^296^~70v98^~509^393^140	0
53^~154v143^~695	1
~398^354	1
662^~43^~168^~900^~687v992^~709^~812^817v944^647^~946	0
~843^843^596v~813^432^57^398	0
834^~70^670^684^~208v361v~341^~158^951	1
13^~104^~696	0
861^~231v305^687^903v~892^200v~439v294^996^171^~199^~692	1
~107^~572^932^~52v903^146^~882^571^919v~296v~493	1
~127^598v~761^24^735^~701v~590^~614^~644^588	0
~546^~139^292^318v431^37^625^~84^18v703^63^~761^30v~371	0
~578^~15^80^459v500v294v~113	1
~369^~743v~156^~625^~239v366^93^~331^579	0
~606^~90^~582^~428	0
402	1
87^772^~820^~332^383v~48	1
~472^~912v933^~505v~417^~680^862v72^167	1
~602^~708^773^647v~325^~914^~15v910^192v~408^~317	0
913v228^~449v372^81^947v~357^~515^~72^~189^~880v453^~241^~499	1
~766^826^299^~345^~702	0
809^~894^~531	0
305^209^~813^~832^~925v~316^502^173^~493^896v951^911^785v~178	1
397v~733^~777^986v135^389^34^~875^492v~698^~630v585^459^110	1
~43^~500^~618^~181^~776v~312^~178^~694^886v~689^~159^822^472v~299^~218^~435^607v768^~305^~685^342^~145	0
121^732^~603^92^383v~124^~324v37v~55^473v~466^~829	1
~598^~801^~435^~853	0
~497	0
~8^~791^527^267^~608v167^~988^~389^649^~127v633^984^~868	0
862^~224v156^~818	0
545^33^375^599v~884^~770^151v445^380v872^309	0
~942^~641^8^456v583^~765^993^768^670v3v~118^~165	0
573^~879^~171^~516v903^937v373	1
167^~575^~511v396^815	1
528^451v218^~619v~689^203	1
~296^~647^955^~641^789v698^~420v~49^~769^820^555^299v526v970	0
~678^~909	1
706^72^~86^453^~580	0
566^~985^17^492^~2v~790v~807^~13v~164^400^~418^203^~227v487^~295^~944	1
~180^586^369^63^205v~648^658^~111^~102^950v~406^511^~718^~926v~985^854^~758	0
719^~917^~82^914^~303	0
604^437^195v~152v~829^437^~185^352v117^~733^430v~695^342^~329^~885	1
~573	1
~989^540^~537^171v640^~584^~223^979v124^838^~147^~884	0
~203^660v9v560^5^~634^855v44^~717^~496v793	1
714^~378^~88^927^329v321v~902^600^~403v971^362^~210v591^995^~514^~379	0
~733v~182^~70	0
~374^~870^471^879^~550v~53^~479	0
816^425^500v904v401^~899^778^229^~305v~683^97^181^~536^~392v173	0
79	1
~427v~756v344^~588^376^277v862	1
329^595^~688^992	0
~217^~659^369v~339^~91	1
~849v~580^~920^247^~564^~127	0
454^~309v~81^36^247^621^~26v~787^~300v~66^158^~541	0
~209^75^886^768^544v987^~570^681	0
409^~192^~935^625v~248	1
129^~251^858	0
~174^~39^~847v27^~896^~322v24v399v392^~386^284^~107^~60	1
~413^737^~197^962v882^320^~25^~126^321v~890^136^~161^388v~723^~795^938^~572	0
751^979^~774^970v954^~758^~121v~707^~116^~237	0
264v~383^~476v345^83^~329	1
114^958^~288	0
~470^778^~990^15v784^~31^4^134v~556^164v~557v78^416^~796	0
440v~797^~192^260v~2	1
858^785^341	0
~562^760^~626^92v~495v~141^304^662^531^~980v683^~848^976^~898v~34^341^~246^~309	1
~653^~806^528v481v~763^~666v~565v~164^885^792	1
353^287^~666^738^728v511v~715v266^444^630^~877	1
~159^~620^~80^~977v~214^~198^~391v~429^267^~407^~637^885v~735^213^499^~420	1
~850^~57^~828^292^197v740^~883^~435^920^688	0
~769^933^~835^110v989^200^~374v744v~57	1
649v~248^~303^~88^441v963^~40^445^~888v688	1
460v747^403^~137v231^71^271^~881v~994^649^~644^~690	1
~415^~698^~109^992v~127v~160^~223^~669^48v866^71^27	0
645^319v~21^180v~887v77^529^750^28^~465v~842	1
~63^430^~78^~507	0
~682^943^636v616^~339^~197^332^360v~547^436^301^~157v~219^762^~490^~31	0
~36^304	0
648^845^274^947v~604^640^~226^403^~367v871^804^68^465	0
~579^~537^~833v~133^82^~671^608v996	1
73^906^~437^67v~12^338v202^951^689^~632v240^~312	0
52^864^759^443^~951v543^~825^~151^11^~497v~429^~935	1
729^899	0
765v~741^~307^~301	0
810v444^~764v185^865^970^261v~874^334^~705^~478	1
~741^186^751	0
995v944^~807^279^25^223	0
~432v345	1
~696^558^~714	1
~768^723^886^~988^290v539^~889^502v373^~89^~133^~723v~475^~484^~142v~682^~466^361^604	1
459^322^672^~211v~499v~707^252^~494	1
387^649v976^812^~687^57v~439^876^88^~806v~23v~285	1
799^~358	1
~72^358^977v451^827^603^743v371^~379^~863v~594^~137^715v~688^847^17^13^85	0
730^323^751^50^~678v~670v493^~740^~164^632^~87	1
~970^399^493v153^761^~582^~33v~866^~177^~385^22	1
~636^106v~480^467^~931^70v945^~784^~375^~958^~826v44^659	0
~169^556^~933^771^~940v~962^~824^800v423^864	0
2^17v~606^538^899^137v~146^709^814v~286^~647^982^139^~719	0
~64^824v218^543v~259^883^~38v~416^~626	1
~603^~38	1
~543^~558v~5^~972^161^934v~20^~299^~238	0
~132^582^145^581v~68^733^837v~625^226^470^~279^27	0
~426^368^170^258^~247v~430^856v~107v230^~607^~182^347^~41	1
339^~794v~425^~73^424^~984v~967^~587	0
~820^733^613^480	0
89^85v910^900v~240^~144v974	1
955v668^663^~478^~17v~975^112^~385^~665^743v~702^~713^182^~130v~282^884	1
~761^515^~946^~741^~915	0
107^~654^251^727v~754^887^~702v947^945^~397^~136v784^293	0
~527^~939^737^~563^265v994	1
~263^~222^~66^534v~305^~342^207^~755v285^384^709^~378v~730^926^144^450^~743	0
~823^~86v~734^469v~395^393	0
787v41^340^335^~957v192^~882^741^~503^~241v290^575^~677^743v~793^380^406	1
778v272^~684^~720^632^940v~668^213^~400^~187	1
~781^~743^567^~916^~370v231^~236^356v~478^111^~132^939v243^871	0
~304^40^~146^~45v~162^~374^358^~531v577^~147^323^760v709^~228^~691	0
~669^355v~12^~761^709v335^~429^643^811^869	0
606^~42^~250^175v~323^~245^~396^~123^364v~995^463^~457v917^~62^~508^190v~830^~619	1
290^~573^383v449^353^~529^29^262v434^682^737v916^~16^~331^230^469	1
229^~200^914	0
150^~275v~733^~494^~52^~354	0
~911^~352v903^~931^~284^41v491^299^~467	0
~714v~306^716^~898^389v646^~127^845^~184	1
~307	0
~648^601^104^~410^815v112^814^176^751^~205v~582^~431^~916v~641^~253^681^~695v~54^1^~747^~255	0
767^667^~940^~991	0
~164^311^595^820v432^~898^~926^~676^158v145^199^669^~633^~49v~95^~254	1
236^~660v921^~36v582^692^~288	1
~680^807^~216v932^~989^572v~294^31^742v972^~89^599^~847	0
577^~277^926^278^231v884^~28^156^466v488^22v911^~477	1
~665^579v469^~646^905v45^908^~716^~737	0
688v~38v634v~799^495^679	1
~662^~410^637	0
~591^754v234v339^536^42^764v~771^322^~774v~702^966	1
988^817^183v~841^~111^~275^~847v~478	1
~678^222^877^283^482v~208^840^~822^~635v426^~19^~24v~164^21^~635v~220^~188	0
~394^~633^373v~70	0
586^325^~693^~190v~437^452^~879v~608^~179^~3	0
~185^~852^~131^957v595^~735^~571^729v857^~628^~144v404^945^842^861^~120v~136^365^564	1
~840^861^325^~327v87^518^~256v385^585^~519^651^~752v~580^283	1
~174v~399^~541^~220^~7v~463^~206^~904^~853v848^~834v~576^~892^41^~685	0
131	1
~901^344^~995v974^~275	0
600^~334^~388v187^370^~328^~292v483v616^715^487^~525^~659v~78	1
350^~918^127v~266^~13^336^775v~387^~267v~526v541	1
~462^443^~694^~650v~666^~35^~562v39^~764v~1000^~170^~497^154v377^~880^~21^437^217	0
~278^362^718v224^~344^714v490^~32^~571^798^~740	0
224^454^~920^841v752^199^~13^~965^956	1
708^6v472^599^497^664^~289	0
745^~517^~428v263v839^943^452v814v~272^532	1
~608^404^~997^~234v284^281^~182^991v711^403^611^~414^243v87^~397^~39^~537^~666v~190^405^~31^~729	0
~565^857^~286^~68^~850	0
~630v~215	1
363^~985^858^~424^~424v663^~159v~355^179^~705^6^513v~231^84^~373^710	1
639^225^314^~586v819^916^~113^861^~337v340v~512^180v211^470^~297^621	1
182v~584^~322^~236v562	1
~538^~936^916^910	0
84^138^~412^~161	0
~575^721^609^611^~151v254^~675v774^~610	0
~96^~423v~636^~215^542^~913^922v743v~519^~512^~311^380^658v776^5^218^408^~88	1
~860^~395^~552^~194v554v782^668^~711^~222^104v~339^928^881	0
~402^678^513v226^336^216^~527	0
~67v337v620^~277v~637^581^~109v21^~187^664^~845	1
~554^~420^~349^363v260^~784^~350^~723^~935	0
428^805^615^~830^~510v989v438^877^456^~675^831v114^~521^905^894v553^~169	1
728^~529^568v944^~249^~370^993v~299^~26^~922v264	0
~81^~550v455^~567^238	0
931^908^648^682v~625v559^265^438v26^612^~524	0
557	1
411^171v~765^124^~284v~45^766^164^29v~444^945v679^252^869^~622	0
900	0
~522^~676^99^895v333^873^~923^63^~665v~928^~35^~271	0
~880v494^~56^~830	0
~933^~130^240^283^430v~834^575v406^~501^~77^~201v~55v748^461^369	1
~864^~148^604^~978^~900v~370v~821^647^215v~167^591^~19^~482	1
330^439^499^~911^~886v380^~239	0
947v160^868v~610^280^699v169^~489^~273^~937	1
636^956^585v~195^837^392^~798v281^~592^~468^~542^~167v752^457	0
~577v~69^189v~732^258^376^~406^~612v~61^~54^~706^~411^561v~754	0
636^~868^~983v~749^133^179	0
671^861^~698^204v~266^~299v970^512v912^~57^549v~690^282^31	0
~875^~922^~639^~859v196	1
~345^684v722v679^~329v~281	1
446v69^23^~938^~946^255v950^~157^410v~736^~554^~651	1
~142	1
~609	1
~39v~227	1
~468^667^~35v~657^~961^260^575^230v731^~414^905^80^206v590^~336^478v1^~290^~921	0
~654^532v290^~763^297^~877	0
155^~161^289v~246^622^474^~950^237v~923v189^~973^263	0
~201v329^220v~808^310v~586^483v~437^~704^~92	0
789^~102v~462^114^~419^882v397^731v~842^523^~71v~694^~193^885^~20	1
~35v~396^~532^~15v105^59^~114v920^70^~387v159^852	0
659^210^~976^~901^890	0
913^~366^~749v~993v~689^~975^~140	0
~939^481v~503v151^995^359^773^~498v~339^759v543^9^216	1
356^~772^~419^632v~226^~234^~139^714^190v182^~712^464^672^~289v326^~681	0
678^467^~564^~288	0
~975^~423	1
457^42^96^746	0
~38^517^~62v323^~616^~315^41^~137v600^736v920^~575^953	0
442^~201v~460^~463v~116^552^~854v~777^~159^110^~500^~773v~454^~314^~450^~955	1
~435^659^134^~710v271^~41^~782^106^~804	0
174^~124^~33v~731^~496^~27^~677^149v~828^577^665v~964^887	1
~781^107^426^104v~303^~26^~928v~983^~945^872v~480^~7^~706^870^196	0
544^732^~18^740^~31v58^629^~385v~190	0
~636^~838^809^~931v400^70v~562^576^954v~773^243^909^458v155	1
~371^972^942^742^~59v~181^953v409^~941^240^~189	0
~302	0
~1000^519^~266v937^~516^~462^128v~542^200	0
~838^~928^295	0
751v101^623v754^657^294^995^482v516^628	0
~113^965v~774^164v~900^~248^~394^~683	1
~401^~322v~987^~284^~537v922^~63^~374^~27v244^~704^~17v~974	1
~920^~841	0
~404v~478v577^143v172^778^~9^811^~522	1
681^~115^~914^~943^~96v~659v~540^551^548^~852^810v684^~89	1
~511^~344^~439^~774^41v389v~730^635	1
416^~21^~396v766^681^~629v~667^268^753^19v~925^~112^675^862^~912v39	1
284^186^~179^954^434v~698^~269	0
871^240^~329^~189v~95v~538^~749^~973^~796^74	1
~105^661^~522v~524^~426v~523^392^~540^~85^155v148^726^~976^~864v961^~426^743	0
385^281^96^~714^~446v~620^~104^~410v47^~123^~613v~297^~195^~30	1
~706^~26^511v845^~779^~407^~963^502v~756^~714^985	0
644^~242v~656^~751v577^~799^~102^~708v284^~249^358^~432v~952^851	1
~834^321^~236^747	0
~555^~337^605^~162^~189v~681^~890v~413^~593	0
58^~853^948v841^128^~549^~194v95^97^~404^923^704v850	1
920^680^471^~277v522^~774^~239^~810	0
~171^~811	0
~310^~401	0
