sent	label
~8600v7524v~716^6992^9458	0
~1112^6802^~1248^3420v4930^~1175^1925^3694^993	1
6512v2104^1861^6332^6291	0
9375v3134^3240^~7559^8893v~7381^5471^~7142^~6300	1
4772^~6904^~8256^~4734^~9360v2356^~8255^4085^~6148^~7883v~426^3583	1
3129^2185^191^1696	0
~9121^4880^~6566^1587v9795^~1621^2796v788^~2397^~1190v6489^~8955^396^~6889^~194v2745^~562^~4699^9597	0
2629^~5568^~2783^~7615^~6158v5002^~5609^~814v8400^~8424^9245^~3985v2414^7260^~259	1
3484^6840^292^~8993^7175v5063^9260	0
~8573v~3815v~8136^2976^~9995^7280v6659^4136^1425^7399	1
~3461^~1427^5944v~1102v~8942v~348^~6076^4596^2371^2279	1
651v4003^~7465v1888^560v~1179^206^6597v9316^~4524^1970^9672^~4506	0
4508v~6311^~6046^~7484^4048v~9894^~5204v4428^9326	1
~165^1608^439v1734^~6496^~1246^~4185v~1609^5031^1488^3628v~8424^~9415^~6835^~7495	1
8129^6679v~5128v~7779	0
~511^4346^2123v1263v~776^9215^3112^~3531v~3494^4864^3418^~912v~6813^~8071^~4380^8597^1999	0
1035^8961^~6187^~5860^791v~9129^1455^7055^980v428^~9969^~3015^440^~9835	0
~8480^~6840^~2434^~3195^8960	0
~367^3604^~5467^~3565^~6096	0
7244v~6361v7845	1
~4644^4401^~5186^6118	0
6418^~5614^8888^621^4396v1729^~7841^4849^~4723	1
~491^~4024v1230^~8131v~5832^~5406^9033	0
371	1
~2869^8017v3384^~5206v~4295^4681v3980^7525v~3313^~5889^~810	1
5408^4133^1138^~8133	0
~8752^5629^8608v~8203^3688^~316^~9378^596v~3115^8864^8648^3066v8253^9110^~6069^7341^~9531	0
3330^7862v8875v~147v~7542^8082^~2019^1886^~9956	1
~7953^8884^~2087^~6183^~7065v~5739^~809^~7487^~8507^9716v~7145^1774^8089^~9396^~364v3687^3884^~5290^~7548v~3537^5533	0
~1946^~5414^~6403^~3041v5406v2983v~7200^~28^1282^6893^6943	1
~7036^~6749	0
~3973^4775^~4714^~8075^~6440v8322^966^~2366	0
7695^~992^2480^4920v5274^~1059^~8516	0
5838v9341	1
7352^3117	0
~6294v9069^~6078^~819^2623v9973^~3971^~4878^596^8191v~3862	1
~7153^7539v6319v7081^1195^~2951v4679^~6010^8734v1965^~3725^1732	0
1258v5213^~6841v~9474^~2746^~5609^~3532^8373	0
2899^~1367^5567^9023v~1584	1
~8922	1
263^~2777v8657^4490^~6016^~1734^3276	0
~2	1
4935^~9305^~9566^9912^~7682	0
3896^~8249^~1997v853v445^8231^~86^~1134^~6885v~8435^~1181^9945	0
4783^~3976^~1690^3415^7464v8510^7074^1893^~5344^~9993v~4951^~5344^5158^~7745^~6313v~2485^~4462^3124^~5313^~4465	1
~702^757^1093^~7948v~9135^~416^~2581	0
7139^~4745v8760v800^7570^229^7049^6222	1
5461^~6591v1530^4472^~5797^7799^~7213	1
9138^7686^~9132v116^1011^~4402^~3498^4972v3374v4242^8914v5977^2161^~3213^~8278^6807	0
~7022^~9966^~6044^106v8136^4476^~3195	0
8865^1168^6804^~5880^738v5234^2454^3811	0
523^7291^~9887v5317^3098^~7766^~5799^~5892v2698^~2702^1085	0
9348v7376^~5547^4495^9942^~9369v~2453^8734^3578^5294^~2652	0
~2714^5693v7960^5638^~590^3189^~9911v~4758^7674^~2263^~8284^9708	0
7696^~8074^~9027^2734v~9680^6137^~9017^~9249^9809v~8519^~7520^4190v~6130^~9367v6596^2971^5252	1
~5776^~3327^~1086v~5562^~5081^9166^5028^~297v5991^7412v~2986^~2820^3861^9833	0
~5466^~1682^~5095v~2905^~3548^3492v7008^5621^~7322^494v~1702^8065^8238^~7739v4152^~9142^~7984^380^~8456	1
7077v7243^~9858^4479^~6327^8674v6951^~3084^~2891v~5998^~1176^~6357^5892^~5032	0
7195^2751^~2758^5993v5111^2446^6453^9547^~1558v9552^8169^~7507^6831v~8405	1
5118^~5365^6593	0
8375^~9823	1
~9713^3187^~2456	0
3527^~1604^~326^~4726v~1957^3226^~4400v~3484^6711^5830^~8616^~8158	0
~9733v5391^8738v~9361^539^~2665	1
6981^~1225^~1776^8815	0
5050^~7712^9051^~3931^~7168v7511^~7262^~7390^~8415^9830v1422^~8886^~6076v~3107^~5205^~5041	1
~7277^1022^~7338^~5208v9913^~6894v9728^4729^8159	0
5072^~8552v3213^566^~3525^4681^~2137	0
9613^484v190^4037^~4979	0
~932^~7624^6871^~85v~737^~9867v5567^~8297^3114v1777^~6958^6434^~3048v7304^~6317^7689^~7554^1306	0
~6788v1415^~7035v~9290^~5801	1
1247^~7254^2165^~9613	0
9501^8701^~5460^~4202^~9290	0
1063^5142^~1593v~5612^4551	1
6826^7852v7304^4830^4086v7404^5747^~3032^7793v~9375^~1969v3027^~7967^~2508	0
3880^~2265^4662^~3117	0
~8783^~6458^~7045^~542^~8876v~4413v~777^~4419^~6766	0
~7408^~1975	0
329^~2446^4246^7269v7925^~2398v~5291v~6389^2530v~2383^~9488^5899^7782^1694	1
8139	1
6174^4269v9764^~700^~4067v8430v~3990^5648^830^1058	0
2209^992^144^2848v6479^2917v2195^~8494^895v6712^7130	0
7453^2833^3826^619v5724	1
5071v4717^~4067^4925^~936	1
~2357v~7132v8345	0
3333^3928^~3530^~4995^~2284v7954^~7977^1712^~5981^~9777	0
7825v~3556^1256^~8380^~5710^~9257v~3911^~2616^~5657v~9737^1638v1084	1
~2811^~8618^~889v~1131v3877^~8611^2991v~8025^~619	1
~1850^~2670v~5685^3439^1895v2700^~8861v~2342^~2965^~6309^6246v5454^~1846	0
3688v~9543^~549v4581	1
8817v~3991^7353v~3844^9689^1337^7037^~363v~6341^2189^~3081^2724v5479	1
~6774^5680^9831v~2266^~3902^~9180	0
~4155^5919^~9031^~5305^~3031v3733^5222^~8566^178^3955v~9764v~72^9088^~7117v~4510^197	1
~2765^~5226^~3682	0
2361^~36v~9863^7868v3672^2195^~9124^~3746v~1609^~504^~5783	1
~5916^~4719^7827v7901^4538^~1121^2501	1
~8602^2204^3664^7452v~3254^1000^6842^~9675^3325v5807^5357^325	1
~6057^~5167v9221^~260^6980^~8855^~6006v~6442^8996^~6846^6^~5718v~6047^4343^~1985v~6596^6732	1
1466^~8106^2541	0
7626^~9311v~6277^4369^~9594^4654^9404v558	1
~197^9936	0
2540^2161^~1553^~4964^8819	0
~1302^~4536^4390	0
4371v2764v~6021^~5373^~4956^2971^6203	0
~4284^~5765^~4809^~1836^~9865v8477v4591^~4901v~9424^~8614	1
~7751^5549^~5113v6526v5405v3181^~9333^~6484	1
~8133^~3252v~3704^~713^3040v~8730v~7071^~8698^3267	0
~6040^~6971^1899^1324v~6420^3338v9188^~1937v1203^6726^~4679^~860	0
1004^3405^1417^~8576^~7877v~5732v~2547	0
~3951^~7721^~6818v7760^~8780^6518^~3016^8834v2728v~476^8938^~5517v~7863^9442^~6681^9348^~2605	0
~9002v3887v6325^53	0
~9846^~4479v~9948^2685^~3965v~7404^1006^8018^3343v~4897^1105^~1077^9424^~9947	0
~9668^846^8352^~9773^~4783v~5653^1573^~2276^~8408^6828v~2653^995^1333^~9912v~2500	0
1237	1
7803	0
~2173^9783v~1028^~6044^1582v~7869^5069	1
8473^~8866^~3446	0
~7122^7426^2019^7000^6204	0
5008^~4533^9022v~4319^~1521^3223^~69^1489v~5721^5535^~7801^7023v~1718^~5139v~8151	0
7133^322v~211^~6832^6261^6687^6343v~8516^6398^1610v9518^~2663^~6011^8735	1
~3789^~1883^~4367v5229^~4309^1420^7940v6053v~8423^~3411	1
~2497^5887^3610	0
144^~9301^~5053v810^~8650^1549^9399v4526^1874^8377	0
~9361^~1372v~7391v5693^~5572^~6206v3131	1
~4129^~9442^~2541^3426^~1070	0
244^9567^8418	1
8406	1
~8936v~3991^2360^7441^~9935^849v281^~1866^1184	1
6680^740^~7714^~5268^5872v9219^1152^~3960^~5376^6339v5211^7498^~8313^706v~668^~9701^5099^~8373^3576	1
7017^~1562^4810^3824^~5311v~2247^294	0
~2989^8100^~1964v3454^~1125^~4257^~70v1444^~591^2412^3377^9186v~8333^~3097^~9522	0
~3499^402^~271^6600^203v9559^7692^8682^8220v8577^7802^8339^~8232^~4211v9631^3695^1856^~7582	0
~5305^~9024^8270^8275^~1105	0
~4706v~5120^~2456^~5422^4647	0
~5203v2428^9797v~6190^7774^~3098v~261^~3866^~3797v207^5019^4795^1033^~1872	1
7438^~3609v6111^1381v6451^5983v1674^~6502^~1778^5360v177	1
~7986^806^~4364^~1373^~2552v~8637^~2584v3861^4694^~4618^9827v~6480^~7227^7792^~7362^~701v~1042^6455	0
3912^2177v~5758^~4234^~3039^5223	0
~4198^2051v~1222^8845^9517^2258^~212v9^~4959^~3857v7070	0
8994^4971^5659v1059^~4481^6795^~5670	1
~9272^6647^9099^~870^8075v~310	1
~2956^5913^590v2838	1
7078^~3110v8915	1
~546^~4654^8786^4470^9160	0
4101^~8427v7670	0
9329^~1101^401v~3983^~7606v~6484v~9946	0
~5741^~5290^5133^9278	0
946v3047^7718^~4624v~937^6688^~3078^4126v~7030v~1553	0
7486v~4620^5365v982v6375	1
~3702v~3187^7376^~3865^2508^7044v418^5480^1789^3603v~4438v~3564	1
7782^5495v~1584^9333^~6169v2239^102	0
~2715^~365^~9519^4923v~4114^~9967^~9785^~9436^4552v~66	1
~2616^4771^4328^~2828^2003	0
9108^~4362^~4290^~3194v6592^9561^~3992^~1305^~878v5381^~5445v~6791^~4049^6720^1639v5655^8496	0
~6942v8366^~9391v6985^6866^~4445	0
735^~4125^~9882v~7510^4814^~7524^1252v~2550^3337^3046^6483^~171	0
8540^~6269^7301^3688	0
5890^44^~134^~2492^2552v~4961v6160^9915^1186^9908^7956v5154^8095^~7261^~7190v~6842	1
~6968^~4360v~5266v1744^~3217^~4925^6275^~9902v~6885v~2315^~978^3163	1
~848^9587v6422^~2343^~1106	0
~3279v~9139^896v2500^~5469^~2708^5514	0
~7081^431^~3154^~6483^5580v~9976^8271v~8638v4221v8072^5037^~2847	0
~8284^~2569^~4008v~2712^8724^4811v3758^8666	1
8619^6137^~2674^~8838^~8562	0
5929^7248^1773^~4320v~727^~4120^~5067^8431v3906^~697^~8760^6822v~8508v4956^~6209^9294^9189^~7568	1
~3948^~4000^~9896^~4717v7873^~782^48^8933^1304v~7931^~268^2521^~7390	0
~4010^4365v~1422^2400^~5916^5857v4618^~6408^8720^~6070^7629v4517^3292^~6031^9503^1496v~8321^~3387^~1439	1
~6521v833^269^~9924^~6457^~6980v7439^6357^~7240^9190v~6576^~8859	0
6930	0
2634	1
2954^3952^~8317v~4895^7537^5553^1441^2860v7396^~8196v~3318^891^~325v~2623	0
8940	0
~6437v~9458^8865^115^9290v3047^4356^1225	0
~9528^~4721v~1661^9242^2340v1418^~7659v2876^~4639^2256^~2v7692^4^3921^~3263	1
8761^~8585	0
~3742^~1380^~5569^5769^600v~9777^~4252^5031^1282v~4786^~516^5667	0
~2352^~4036^~8146v1459^~7884v~6434^5297^~8974v9028^~6523^4056v~8573^1316^8593	1
~4927^~9764v~5079^1096^9315^~3050^~9797v8757v8255	0
~9733^~2466^~5381v667^8505v~6482^~1669v8120^~5103^~4719^~9020^3949v9435	1
~715^3277^4212	0
~2973^~4185^9923v~8980^~3721^959v2877^6171^~2325^~6893^8869	0
2515^8328^~5842^3407^3532v8062^~3438^8886^7633^3641v6888^~2222^7101^1293^7v4279^1515v4980^~4017	1
8640^7858^~2673	0
869v2611^~6784v7069	1
~8498v~6648^2450v4748v3377^2275^~4585^~2012v~8436^9820^~4205^~178^7099	1
~3354v~2783^910^~7195v1734^~884^9854v~4392^1826v~6852^~1824	0
7032^~4145^~7023^7216v1311^~6419^8205	1
9036^~954^~2147v~4202^4019^~3087^~6504v~3014^~2338^~8905v776^7163^~5907	0
~1199^~76^8359^2002	0
~5184^3134^~3897v1458^~9453v1978^4526v~4129	1
~6558	1
2477v~968^8858	1
~5033^~6219^~2794^~6561^~9783v~1916^5734^~634v~7390^2632^2794^~9079v~4762^1392	0
2536^~6821^~1306^~5110v245^3194^~7140v~5799^~4252^8572^~4900^~9748v4859^~8879^1052^7770	0
~7269^4593^3478^~9350	0
~7969^7167v~8646^~8444^~3177v~2205^~1157^~7620v~978^~968^5018^1566^7782	0
~3367^~4381^~6729^4109^4704	0
~4114^~7809v1629^9504v9929^541^9878^~769v~7004^~6348^~5547v~4341	1
2835^3312^1846^~9424^384v162	1
671^~3903^8683^9486^~352v6319^~4126^4242v1125^~964^~6441^~5458^5183	0
3980v4460^9748	1
2260^1165v~9145^8621v1223^3463^6907^~291	1
~2230v~4667^~2007^2330^6237^9363v~9902^~1652^~5827^~826v~2870	1
~966^3317v6426^1010v~3821^~6079^~4450^~9009^8514v~3970^~8918^~3167^9481	0
9900^~9606^6479^5316^8932	0
~4504^~4308v~7778^2917	0
~8814^~1948^2931v~6726	0
1898^~4720^5974^~4715^1271v3398v143^~7280v~2751^~4998	0
5802^~1166v~7434v3245^9007^~7675^~9604v~1835^~2222^8002^~8652v~185	0
7271v~8424^~8524^~8474^8179v~3866^~8532^~9738	0
~9259^~4504v330v6961^~2958^~840^~9781	0
~9391^~6314^~9756^2763v~4932^~4165^~6327^~1213v~4556^6164^~1870^~456^~9583	0
~6760v~3773^~1034^~6594^5935v~4036v6901v2548^1201	1
2561^~7480^1792v2622^6071^7532^~5387	0
385^~3008^~2020^~5716	0
142^~1852^~9846^~586^~3364v5944^~8290^7318v1639^4418v4197^8034^3971^~6571	0
~7848v4672v~3268^4610v~666^1388^1964^~9329^8213	1
274^3307^1100^~9406v9690^4920^~5873^457v~3079v1772v~1101^3890^~5534	0
~6342^6963^~7321v5651v8429^~4346^~1656^~7590	0
4498^~8514^~4105^~4981^~1923v2053^~7422^7126v3086^~806^~4934^6024v473^9699^~1801v~4104^~2839^~6274	0
3272v~6489^4454^~1437v7143^3911^7179^~3927v~3613^~3950	0
~1343v~4193^~773^~104^~8856^~2326	0
8638^~5819^~6539v~4448^332v~5678^3518^6103	1
2361^~597^9997^9966	0
~7123v8360v7201^5387v6748^6938^8196v~6404^4702^~1417	1
~1711v8900^9415v2804^~5092^~4977^~1934^~2112v1860	1
~4217^8958^7536v~2950^584^5326^~8709^4452v~2700^9534^7015^~6233	0
~6016^~898^~5060^~277v~3566^~6976^9573^4415v~1227^1080^6551^~16^1743	1
5515	0
1023^1238^8853v8646^~958^5220^6543^~788v333v3347^2540^~4^8130^~4508	1
~9179^23^5136^~1723^6532v1671^~249^8891^1011^~2562v7724v~3130^4466^7139v3129^~6716^~7711	1
~3422^4687v~2481^1773^~2826^~8769^3120	0
~3977^~2443v6877^~7518^5641v9415^5498	0
618^~9526^4726^9662^~7811v~1813^8594^3405^8682v~3917^~3752^826^864v1930v7214^~6034^4385	1
231^868	1
6457v~3399v~7303^~7920^~5995	1
6826	0
~1586^~4930^~8232^~5596	0
4878^5668v~9218^8209^~1810^~2461^7866v4876v6842^4035^~8912^~7065^~7109v8304^1308^~6922	0
~5462^9679^~1194^8337^~318	0
664	0
5368^6304^~9335v~1834^4989^~7695^~7689v7327^~2738^~7751^~4091	0
7204^~3500^5786v5391^~6561^336^~5031^~3009v475^3445^5959^3747^~1698	1
7473^3495^~3845^2080^8525v~5775^~8471^2382^5816^8588	0
~5910^4433v4057^4318^7546v4193^3357^8827v8523^~1171	0
9624v8892v1655^7883^8440v~3618^616^~9179	1
9582^9505^~7385^~5137^~8014v~9098^~6062^~5483v~5109^9853^4356^~7745v~4314^7143v2500^14	1
4431^~1038^~4961^~4135^~6330v9574^~2787^3810^~1240v~8929v1427^~3126^~3182^~9804	1
~1547^4157^~1910v~4715^~2604^~7193	1
2751^614^~3694^1259^~1807v2392v~562^6605^~1777^223v5922^5891^1706^~8260v~2490^~4422^4188^~1027^6103	1
2919^~4906^9229v~366^~5535v~8140^8274	1
~8951^8093^7406^6433^~9712v998^~5117v~1602^~7541	1
~8574^~4841^5955v~3748^6746^2004^~6711^731	0
4772^~7405^4607^~7722v~3245v~7897	1
~8151^2326v8005^~2022^~5257^3144^3404v~7370^~8867^5661v~8151v~575	1
6556^9417v9942^~304^4377^4839v~1998v~2055^4586^~1986^~387^~3517	1
3488^356v~7416^8550^~1598^2778	0
~8655^~3048v~237^~4446^2933^~5670^6028	0
6446	0
6837^~6972v~1968v~4164v~9314^2187^~6162^~732^3794v~112^~9241^~2774	0
1295^7676^~478^5301	0
4754^~9110^~5899^4599v3747^9621^~1964^~1960v~3365^~8762^~1150	0
~8383^~4462^7641^1960v7423^8786v~6559^7919^~955^~6061v6193^~887^9178^~3833	1
~1383^7842^2971^~1003v1990^373^~2527^~7983^~8723v~9177^6245^~5136v~92	1
681v~3680^~8570^1815^5671v~1232^~7462v~112	1
5688^6055^6707^~9589	0
~7098^5350	0
~9874^7161v~6873v~108v2294^7118	1
~2347^2929^5030^~5190v~7334^~830^~9542^~1056^~2146v1933v3978	1
2111^8953^3181^~4322^7727v2306^~6811^~6223v8749^~7584^3073^6637v~5897^~8860^~5074^~38^~5446v3464^~99^1016^3251	0
~9155^~3051^~5959^3285	0
8737	1
1570^~7583^7810^3253^2982v8476^~7852^~6991^9999^~202	0
1941^4454v~1491^~3734^8214^~4359	0
~8895^~6933^~7046^8276v~6250^9710^~7991	0
~506^~6845^4438^~7826^4642v~9640^3017v~104^2316v~7275^6921	1
~5502^4443^9124^~4678v~4405^~8195^~7118^1088v2824^5581v2015^2539^6089^1634^7690	0
8303v7914^1548	0
~1299^~8122^~4427^~3551^~8023v~9041^~3465^176v~5133v3357^~4854	1
1627^~9156v~3414^~3361v7013	1
~1558^1186v1351^3035^13	1
~7978^~8258^~615v~1910^~1103^450^~5996v~2676^~2375^~3072^3501v2146^4240^4523^~4406^5188	1
8389v6122^~4609^2826v~8087v6019	1
7816^1951v~8702	1
~5281^~5410	0
7486^~7924^~5776^1877v~3270v4437^~1067^~4099^4426v~4682^1316^~8696v~4651^~9361^~8959^727^4358	0
~2501^~6148^~5633^~1379v~6487^~6049^6709^5668^9249v6883	0
3764^7169^~8566v1928^5744v~8272	1
~3744^5671^~8463v1983	0
~6116^~3516^1830^9746^6174v~9768^9331^~2101^~1634^5883v~5344v5358^~7512	1
7490^335^9768	0
~1919	0
~4458^~606^9428^774^~7580	0
~4462^~4544^~6880^~1385v8858^~3616^9929^~67^~5299v8388^2252^~3966^2472^7494	0
7773v5631^1858^~5392v9674^5581^~8818v3151^8496v8996^~7295^~398^~2214^3988	1
~858^1046^~5391^3881v~8479^~7723^~8029^~8333v~975^5895^668^4619^~8761v2424^5052^4758	0
9492^6427^~4932^7282v~936^4682^~7476^~1984v~8196^8840v~9815^9919^6543^~1204^2034v~814	1
7238^~6985^4724v3617v~5364^7519^6185^1831	1
6826^~7888^5561^~9163v1193v~4839v~6081^~936^7971	1
~7979^741v7951v~6254^~6348^1561^~6099v~8535^9818^3874^~5375v2911^~6383^2287	1
8994^6595^1088^~428v3155v~7277^~5526^8794^8757v9123^2180v~7801^4868^2607	1
~1793^~7807^~8508^~861^7624v~5088v~9334^~9697^8804^~2672^~1470v288^~9974^~1732	0
5097^~7493^8543^~4578^~2753v~9649^8531v837v~6155v1387^3083^7035	1
5212^~1684^5486^3377^6883v~1525^2958^~830^9144^~9127v9554^~723v~9041v4804^4445^~796^~6945^~3537	1
9929^5734^5490	0
4554^4258v2526^~7209^843^~2689^3602v~663^8022^~7757	0
5270^~791	0
~7454^~579^3628^9780	0
~5155^8253^~2635^~7303^6725v8390^3545^6457^~6175^4486v~5104	1
~5951v~9349v~9062^~6668^1926^7307v5276^1232^~6916v~7057	1
7117^~3580^2550^~3342	0
9826^~434^5281^~1776^1358	0
~911^~1752v3817^8712^2604v~5248^185^~901^~9592v8236^8679^8925^~2311^~7222v~4140^7342^50^2417^5829	1
300^15^4874^3134v7138^6316^8157^~1082^~3397v~3253^~3508^1724^2601v197^3951^~9383^2142^~3797v~7020^~2462	0
3681^3390^~2585v~2161^~74^7988v~6383^~2621^8575^~5995v~2244v3199^~3880^~5887	1
2085^3653^4942^564v9287^~9553^~6928^7398	0
6132^8563^~139^7859	0
1349^7055^~9995^~6250^~5360v6953^~6930^~1338v4793^~9346	1
3853^~4615v1684^~620^~602	0
~3074v~8666^~4645^~3698^6169v8410^9622^4744v~4488^~1921^~9044^~4941^3147v5043^4402	1
4762^4731^2635v~7482^~3721^~1620^8660^443	0
~5633^~9535v~2010v2971^~3881	1
7086^~4249^~7134v~9179	1
~2651v6608^4306^~7278v6360^~5773	1
~6946v2054^2717^~5888v337^~1760^5201^~3082v2531^~7540^~3017v4221^~1314	1
~7838^1987^~4087^~6801	0
5439^~3867^4889^9005v9986^~5704^~7508v~1546^8701v~930v7953^~2426	0
~227v~6229v7995^~2157^~7440^4755v8913^~4663^4763^~112v3029^968^~9057	1
4455^4554v~9783^9374^~2701^~7670v1909^~9414^9014	0
~9967^4000v988^6468^~1447^~495^4377v~9527^3508v2318v~5662	0
~5760^~3655^9309^2439	0
6032^9749^9930v7346^8891^5438	0
3983^8001	0
~6545^~4795v~7971^~2976^1284^~7385v9962^3808^8148^~7250	1
846^9622^~9361v3569^~6398^~7339^3967	0
7159^8572^3528^~5178	0
8097^~9631^~7442	1
~2898^~6412^~2474^5192^~1974v~3359^~3695^~119^575^~6230v~6211^1079v8270^3934^~4975v691	1
~8343v~7294^3960^~6089^~4943v~9482^~4748^~4130v3874^~8017^~5066^4474^9670	1
637v6942^6097^~3112v~1328^5719v~6777	1
~4213^~7650^8736^~3210v~1456^~5978^4962^~6813^~9778	0
8662^5173v~9274^~6865v9596	0
~9414^8654^3813^6348^~8182v9756^6367^~2929^~4150^~1812v~3254^2866^2721^6677^~1134v~9129	0
1894^6034^~554^~4660^~6333v~5350^~42^~8304^~6628^3443v~5959^9543^9618^5166^~85	0
~1763^2498^~1551^420^~6027v~9023v6083^~301^~9259^5361	1
9113^392v~9598	1
~2171^9760v2768^~8122^4535^6420^1333v861^2804^~4044^2798	0
4863^~6516v459^~9417v~1136v6984^5802	0
3021^~3490^3128v7874^8187^~3481^5266^7711v7600^8375^~7065v~4480^4562^~753v~389^~8268^7140	1
~5818^4655v534	0
3645^~4316^~3127v5124^~5789^~3109^~7866v2105^9662v~9944^4319^~1453^3303	0
9573^~2684^2724^5808v3586v2716v~7708^969^~476v~2611^~1161^9569	1
930^~8798v4265^7898^~9393^6591v~2811^~8078^~9485	1
~2955^~6443v325^~5394v~4877v~5079^~2414^6507^~974	1
~5197v6971^5720	0
51^1429^253^~1371v7973^994	1
~598^~7670^~2659^1147^4115v~5132	1
1251v1197^~7647^9959^5970^3408v4803^4279v1749^940^4601^~4433^~2425v~90	1
9648v~5232^~6993^~2145^~3962^7919v~4829^~7930v~3975^1368^3561^2737	1
~8777^5093^7713	0
933^~2914^~9859v8786^3018^~4127^889	0
~9948	1
7829	0
7558^4980v~8469^~2282^~9386^1908	0
~2779^~2932^~9892v5588^~8157^8381	0
~7790^~7753^~1684^8848^~8303v~4899^~1477^~5475^3259^~1357v4397	1
~5841^~6687^~93v~831^~3432	1
~5128v3295^~3647	1
9667^4595^9390v1778^7358^4101^6332^573v1811^~730v1687^~4636^~4860^~6336^5792v~3868	0
2516^~96v~2660^1985^~5046	0
898^9225^1591^689	0
~8174^~7961^~6536	0
842^~7735v1568^~8322^2100v396^~7171^~8383^8541v2334^~6657^2818^9878	0
~1886^~9065^~3966v4411	0
6237^~4625^~5489^2467^1118v~6523^3200	1
~4204^1792^~6263^440^~8555v~837^~4806^1272^4265^1192v~9488^2647^1660v~2027^1416^7290v1956	0
9216^~3264v~9262v2444^~2995v2566v~8396^595^1135^~489^3290	1
~3494^2206^~8451^~761^~6501v~4599^5325^~9515	0
9165v4052v6437	1
~4203^1557^8807^~4541^~6537v~5654^4800v2256v~4732^6436^~7312^~6740v2853	1
~4287^9062^6141^2132v9480	0
9083^~9128	0
~3728v~8423^8171^~2581^~5710v6524^9974^~3422^~5339v~783^3152^7609v~5313^~6419^~9013^1011	0
~7782^3371^3227^~5596v8569^3582^~3503^5037v7991^~9338v9806^~5851^8202v1994^~2347^~3151^1563^3376	0
~5474^~2896^2687v9640^9859^1332^9788v2530^~2204^3503v3379^~5155^8922^2127v9959^1893^~4386^~621	0
2374^3462^~5807v~2165^~5195^~8983^~698v~9359^3873	1
449^~183^37^7136v7651v3981v5440	1
115^1208^~4038^6835^~7191v3127^~6038^~1872^8221v~457^~3578v8460^9781v2838^~2961^~9233	1
~1993^7099^~4537^9986^~8739v2173^~1732v9939v~4680	1
7456^~7772^2574v5704^~6190^9231^8575^5358	0
~4975^~4739v2094^~114	0
~9641^4426^1080^~3714v~5790v1923^~6051^5032^749^~1381v9156^4480^6905	1
~1626^6398v2249^2757^2090^~7238	0
~6700^9734^~9758^~1687	0
9774^~7511^~4858^~7305^6751v3718v~8153^1341	1
~7672^~8102^8193v1536^~9930^1383^157^~376v1970^~4477^2200^1918v4813^3999^5199^~2368^~7545v~1471^~4176^~1642^5704^~8808	0
~4339^1347^464v5195^3039v~165	1
~6718^3698^~741v1464^726^6639	0
3376^~1073v~5218^7661^~6907^~5066^~3087v~9873^1842^9325^~3650^~6490v~4872^~7073^1501^9742^990	0
~3270v7199^3142^~7876^5832	0
4367v9005^~7134v~8614^~8352	0
~2933^6920v4403^7326^~9909^~8082^~757v1970	0
1396^~4878v~3785^8228	0
~4547^~9004^4878^7489^6081v~1041^~5132^~2812^2473^~3972v1963v~8464^~5171^~6313^893^~3584v~7146^~3861^7022^7145	0
~5171v~7920^~4748v~6370^~7857^4445	0
~4914^7646v1939^5630v3960^525^~7445^9852^4510v~8900^4185^7233^~2846v3342	1
5989^509^~5840v6070^~6056^6268v7537^494^8971v6804^5844^6634	1
9269^~4619^~9219^~3177v7557	0
6722^4793^~723v2515^1780^5960v9788^6192^3956^~9732	1
~8486^3707^~9971^5269	0
4160^1922^195v3758	0
~5167^~3851^~5453^~5807v5103^2205v2481v~5183^127^2246^~8036	1
2903^~1516^~3528^~3404v~2917^3495^~2726^4172v1077^~5097^~3669^7963v~82v6245^~5060^6367^~1197^4650	1
1681^~2400^~8922^8420^3749v~6030v~6851v~5070^5500v300^~2037	1
9518^3473^4200^8469	0
8520v~6638^1742v7876^~6369	0
1672v~3014^~2905^9998v1254^6212^1883v8559	1
~621^~2308^~9316v2492^~5246^~1594^~1269^~1992v~5268v5619^~7343^~3949	1
~5980v~1484^2670^~3034^8014^1697v~3725^6368v~7405^5924^8379^846v~3803	1
288^~2807	0
~970^~5687^~385v~7548^8068^~40^~9222	0
~7587^3034	1
5669^2935^~2752^5529^~9516v3918^3364v~5823v~9979	0
1327^4555^5017v~937^6830^~5869^~573^9450	0
~1101	1
3997^8795^2775v~7349v2735v~8366v6507^6881	1
~2539v~8022^3459^~6806^~9946^~7792v~8685^~2650	1
4801^8772^~7343^9830v1793^5058^9298^635^~3930v~3427^1296	0
5589^~1836	0
9897^1752^617^~4610^4852v~3363^6353^1422^3101^5003	0
~9036^8949^5469^~1348v~2019v~1656^~1321^6875v~4782^~8763^7024^~9127^7622v~1598^~5310	1
~7706^~8698^9128^1758	0
~6788^~767^2257^4897v~9219v52v7934^9078v~6908^9205^9577^~7884	1
1723^~1040^~5504^~5438v~3971^1054^~2849^3473^~4013v~5030	1
~3310^~1777^~3693^~9742	0
~6828^1266v8273^~8094v~7760^~6385^5374^~3897	0
~6497^1483^2442^105^~4078v~8940^4249v~4089^3012^~1095^9278^3837v~6372^~188^~9899^~2742	0
~9701^~9977^~5009^1864v6905^~4190^8027v~9629	1
9124^1269^~9431^3388^1719v~7217^~6657^~4625^~3331v~8807^~8665v9638^3589^~7797^~8708^4343v9992^1197^~2611^~2666^~4515	0
6131^2223	1
