iid	i_year	i_Action	i_Adventure	i_Animation	i_Children's	i_Comedy	i_Crime	i_Documentary 	i_Drama 	i_Fantasy 	i_Film-Noir 	i_Horror 	i_Musical 	i_Mystery 	i_Romance 	i_Sci-Fi 	i_Thriller 	i_War 	i_Western	i_Other
985	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
986	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
987	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
988	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
989	15	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
990	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
991	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
992	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1
993	15	1	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1
994	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
995	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
996	13	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
997	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
998	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
999	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
1001	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1002	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1003	15	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1
1004	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2
1005	9	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1006	9	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
1007	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1008	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1009	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1010	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1011	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1012	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1013	15	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1014	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1015	15	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1016	15	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1017	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1018	8	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1019	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1020	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
1021	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1022	15	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1023	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1024	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1025	15	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
1026	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1027	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1028	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1029	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1030	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1031	12	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1032	12	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1033	14	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1034	14	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1035	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1036	9	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1
1037	6	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1
1038	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1039	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1040	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1041	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1042	13	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1
1043	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1044	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1045	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1046	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1047	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1048	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1049	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1050	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1051	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1052	13	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
1053	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1054	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1055	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1056	10	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1057	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1058	12	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1059	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1060	14	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1061	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1062	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1063	13	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1064	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1
1065	6	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
1066	13	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1067	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1068	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1069	12	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1
1070	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1071	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1072	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1073	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1074	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1075	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1076	12	1	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1077	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1078	7	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1079	14	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
1080	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1081	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1082	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1083	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
1084	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1085	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1086	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1087	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1088	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1089	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1
1090	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1091	5	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1
1092	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1093	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1094	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1095	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1096	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1097	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1098	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1099	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1100	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
1101	11	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
1102	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1103	8	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1104	10	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1
1105	16	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1106	16	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
1107	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1108	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1109	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
1110	13	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1
1111	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1112	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1113	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1114	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1115	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1
1116	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1117	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1118	5	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1119	7	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1120	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1121	14	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
1122	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
1123	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
1125	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1126	3	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1127	16	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1128	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1129	14	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1
1130	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1131	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1132	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1133	5	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1134	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1135	9	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
1136	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1137	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1138	15	1	2	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1
1139	13	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
1140	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1141	11	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1142	15	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1143	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
1144	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1145	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1146	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1147	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1148	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1149	5	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1150	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1151	14	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1152	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
1153	11	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
1154	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1155	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1156	14	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
1157	15	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1158	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1159	5	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1
1160	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1161	14	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1162	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1163	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1164	15	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1165	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1166	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1167	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1168	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1169	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1170	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1171	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1172	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1173	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1174	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
1175	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1176	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1
1177	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1178	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1179	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1180	12	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1181	12	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1182	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1183	12	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1184	12	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1185	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
1186	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1187	5	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1188	8	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
1189	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1190	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1191	16	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
1192	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1193	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1194	12	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
1195	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1196	10	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1197	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1198	4	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1
1199	14	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
1200	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1201	14	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1202	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1203	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1
1204	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1
1205	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1206	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1207	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1208	13	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1
1209	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1210	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
1211	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1212	11	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1
1213	11	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1
1214	5	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1215	14	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1216	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1217	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1218	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1219	13	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1220	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1221	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1222	11	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1223	11	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1224	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1225	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1226	15	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1
1227	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1228	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1229	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
1230	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1231	8	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1232	9	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1233	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1234	16	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1235	12	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1236	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1237	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1238	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1239	13	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1240	14	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
1241	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1242	9	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1243	16	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
1244	15	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1245	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1246	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1247	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
1248	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1249	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1250	13	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1251	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1252	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1253	13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1254	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1255	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1256	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1257	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1258	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1259	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1260	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1261	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1262	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1263	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1264	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1265	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1266	5	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1267	13	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1268	10	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1269	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
1270	11	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1271	12	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1272	12	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1273	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1
1274	11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1
1275	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
1276	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1277	14	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1278	15	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1
1279	15	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1280	15	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1281	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1282	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1283	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1284	14	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
1285	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
1286	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1
1287	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1288	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1289	14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
1290	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1291	14	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1292	15	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1
1293	16	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1
1294	16	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
1295	15	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1296	14	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1
1297	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1298	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1
1299	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1300	15	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
1301	6	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1302	15	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1303	12	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1304	14	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
1305	13	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
1306	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
